Sender,Recipient,SenderLat,SenderLong,RecLat,RecLong,Date
Liebenau; Andrew J.,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1864-02-20
Smith; Bethuel,Whitman; Walt,38.47336,-77.9944,38.89618,-77.0365,1864-02-28
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-03-02
Larr; Alfred L.,Whitman; Walt,34.2284,-92.0032,38.89618,-77.0365,1864-03-05
Bush; Alonzo S.,Whitman; Walt,34.2284,-92.0032,38.89618,-77.0365,1864-03-07
Jellison; W.A.,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-03-09
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1864-03-11
Whitman; Walt,Lane; Moses,38.89618,-77.0365,40.67815,-73.9445,1864-03-13
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-03-15
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1864-03-19
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-03-22
Worster; Rodney R.,Whitman; Walt,29.95107,-90.0715,38.89618,-77.0365,1864-03-28
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-03-29
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-03-31
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-04-05
Vandemark; William E.,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-04-07
Whitman; Walt,Whitman; George Washington,38.89618,-77.0365,37.11355,-76.487,1864-04-09
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-04-10
Whitman; George Washington,Whitman; Walt,38.97839,-76.4917,38.89618,-77.0365,1864-04-16
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-04-19
Briggs; Lucia Jane Russell,Whitman; Walt,42.51984,-70.8963,38.89618,-77.0365,1864-04-21
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-04-26
Whitman; Walt,Briggs; Lucia Jane Russell,38.89618,-77.0365,42.51984,-70.8963,1864-04-26
Whitman; Walt,Kirkwood; James P.,38.89618,-77.0365,40.67815,-73.9445,1864-04-27
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-04-28
Whitman; George Washington,Whitman; Walt,38.72725,-77.5442,38.89618,-77.0365,1864-04-29
Farwell; Ruben,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-04-30
Farwell; Ruben,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-04-30
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-03
Farwell; Ruben,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-05-05
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-06
Linensparger; Isaac,Whitman; Walt,40.96507,-83.0172,38.89618,-77.0365,1864-05-07
Gray; John F.S.,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-05-07
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-09
Cunningham; Helen S.,Whitman; Walt,40.29867,-83.068,38.89618,-77.0365,1864-05-09
Farwell; Ruben,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-05-10
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-10
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-12
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-13
Smith; Aaron,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-05-14
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-18
Whitman; Walt,Trowbridge; John Townsend,38.89618,-77.0365,42.35876,-71.0638,1864-05-20
Whitman; Walt,Whitman; Thomas Jefferson,38.89618,-77.0365,40.67815,-73.9445,1864-05-23
Worthen; W. E.,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1864-05-23
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-25
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-05-30
Harris; Charles H.,Whitman; Walt,42.85567,-72.6031,38.89618,-77.0365,1864-05-30
Boyd; Justus F.,Whitman; Walt,42.73541,-83.9824,38.89618,-77.0365,1864-06-01
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-06-03
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-06-07
Farwell; Reuben,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-06-08
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-06-10
Cunningham; Helen S.,Whitman; Walt,40.29867,-83.068,38.89618,-77.0365,1864-06-11
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-06-14
Farwell; Reuben,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1864-06-16
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1864-06-17
Whitman; Walt,O'Connor; William D.,40.67815,-73.9445,38.89618,-77.0365,1864-06-25
Burroughs; John,Whitman; Walt,41.95926,-74.2475,40.67815,-73.9445,1864-06-28
Whitman; Walt,Eldridge; Charles W.,40.67815,-73.9445,42.35876,-71.0638,1864-06-28
O'Connor; William D.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-07-02
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-07-05
Whitman; Walt,O'Connor; William D.,40.67815,-73.9445,38.89618,-77.0365,1864-07-05
Stillwell; James S.,Whitman; Walt,39.95205,-75.162,40.67815,-73.9445,1864-07-05
Brown; Lewis K.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-07-06
Whitman; Walt,Eldridge; Charles W.,40.67815,-73.9445,42.35876,-71.0638,1864-07-09
Whitman; Walt,Brown; Lewis K.,40.67815,-73.9445,38.89618,-77.0365,1864-07-11
Smith; Aaron,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-07-13
Fox; Elijah Douglass,Whitman; Walt,41.0192,-89.944,40.67815,-73.9445,1864-07-14
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-07-18
Brown; Lewis K.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-07-18
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-07-24
Whitman; Walt,O'Connor; William D.,40.67815,-73.9445,38.89618,-77.0365,1864-07-24
Burroughs; John,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-08-02
O'Connor; William D.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-08-13
O'Connor; William D.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-08-13
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-08-18
Smith; Christopher; Smith; Maria,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-08-29
Smith; Bethuel,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-08-30
Stillwell; James S.,Whitman; Walt,39.95205,-75.162,40.67815,-73.9445,1864-09-02
Brown; Lewis K.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-09-05
Harris; Joseph,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-09-05
Whitman; Walt,O'Connor; Ellen M.,40.67815,-73.9445,38.89618,-77.0365,1864-09-11
Whitman; Walt,O'Connor; William D.,40.67815,-73.9445,38.89618,-77.0365,1864-09-11
Smith; Lizzie H.,Whitman; Walt,37.22788,-77.4024,40.67815,-73.9445,1864-09-17
Boyd; Justus F.,Whitman; Walt,42.73541,-83.9824,40.67815,-73.9445,1864-09-18
Stillwell; James S.,Whitman; Walt,39.95205,-75.162,40.67815,-73.9445,1864-09-27
Whitman; Walt,Editors of the New York Times,40.67815,-73.9445,40.68005,-73.9432,1864-10-01
Farwell; Reuben,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-10-02
Whitman; Walt,Eldridge; Charles W.,40.67815,-73.9445,42.35876,-71.0638,1864-10-08
Heyde; Hannah,Whitman; Walt,44.47593,-73.2122,40.67815,-73.9445,1864-10-17
Babcock; William E.,Whitman; Walt,37.54503,-77.0565,40.67815,-73.9445,1864-10-18
Mullery; William,Whitman; Walt,41.1947,-74.4938,40.67815,-73.9445,1864-10-21
Smith; Bethuel,Whitman; Walt,43.35379,-73.6783,40.67815,-73.9445,1864-10-22
Farwell; Reuben,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-11-07
Farwell; Reuben,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-11-21
Mullery; Jesse,Whitman; Walt,41.1947,-74.4938,40.67815,-73.9445,1864-11-26
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-11-30
Whitman; Walt,O'Connor; Ellen M.,40.67815,-73.9445,38.89618,-77.0365,1864-12-04
Babcock; William E.,Whitman; Walt,37.54503,-77.0565,40.67815,-73.9445,1864-12-12
Mullery; Jesse,Whitman; Walt,41.1947,-74.4938,40.67815,-73.9445,1864-12-21
Babcock; William E.,Whitman; Walt,37.54503,-77.0565,40.67815,-73.9445,1864-12-25
O'Connor; William D.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1864-12-30
Wright; David F.,Whitman; Walt,40.68005,-73.9432,40.67815,-73.9445,1865-01-04
Trowbridge; John T.,Whitman; Walt,42.35876,-71.0638,40.67815,-73.9445,1865-01-06
Whitman; Walt,O'Connor; William D.,40.67815,-73.9445,38.89618,-77.0365,1865-01-06
Storms; Herman,Whitman; Walt,41.001,-74.0582,40.67815,-73.9445,1865-01-11
Millis; William H.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1865-01-12
Otto; William T.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1865-01-12
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1865-01-19
Whitman; Walt,O'Connor; William D.,40.67815,-73.9445,38.89618,-77.0365,1865-01-20
Smith; Aaron,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1865-01-21
Babcock; William E.,Whitman; Walt,37.54503,-77.0565,40.67815,-73.9445,1865-01-21
Mullery; Jesse,Whitman; Walt,41.1947,-74.4938,38.89618,-77.0365,1865-01-23
Otto; William T.,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1865-01-24
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-01-26
Smith; Christopher; Smith; Maria,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1865-01-26
Whitman; Walt,Whitman; Thomas Jefferson,38.89618,-77.0365,40.67815,-73.9445,1865-01-30
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-01-31
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1865-02-01
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-02-01
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-02-03
Whitman; Walt,Swinton; John,38.89618,-77.0365,40.68005,-73.9432,1865-02-03
Whitman; Walt,Price; Abby H.,38.89618,-77.0365,40.67815,-73.9445,1865-02-04
Swinton; John,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-02-05
Whitman; Walt,Trowbridge; John Townsend,38.89618,-77.0365,42.35876,-71.0638,1865-02-06
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-02-07
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-02-07
Shepard; Elliot F.,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-02-16
Mason; Julius W.,Whitman; Walt,37.31124,-77.2724,38.89618,-77.0365,1865-02-16
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-02-26
Whitman; Walt,Cook; William,38.89618,-77.0365,38.97845,-76.4922,1865-02-27
Whitman; Walt,Trowbridge; John Townsend,38.89618,-77.0365,42.35876,-71.0638,1865-03-03
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-03-05
Burr; Celie M.,Whitman; Walt,42.72813,-73.6919,38.89618,-77.0365,1865-03-07
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-03-07
Whitman; Walt,Wright; David F.,38.89618,-77.0365,40.68005,-73.9432,1865-03-13
Whitman; Walt,O'Connor; William D.; O'Connor; Ellen M.,40.67815,-73.9445,38.89618,-77.0365,1865-03-26
Eckler; Peter,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-04-22
Eckler; Peter,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-04-26
Eckler; Peter,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-05-01
Whitman; Walt,Irwin; Mrs.,38.89618,-77.0365,40.34093,-76.4114,1865-05-01
Whitman; Walt,Eckler; Peter,38.89618,-77.0365,40.68005,-73.9432,1865-05-02
Whitman; Walt,Eckler; Peter,38.89618,-77.0365,40.68005,-73.9432,1865-05-03
Mullery; Jesse,Whitman; Walt,41.1947,-74.4938,38.89618,-77.0365,1865-05-03
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-05-04
Whitman; Walt,Howard; Garaphelia,38.89618,-77.0365,38.89618,-77.0365,1865-05-04
Eckler; Peter,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-05-04
Otto; William T.,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1865-05-11
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-05-14
Whitman; Walt,Whitman; Louisa Van Velsor,38.89618,-77.0365,40.67815,-73.9445,1865-05-25
Reed; Milford C.,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1865-05-26
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-06-03
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-06-04
Whitman; Walt,Swinton; John,38.89618,-77.0365,40.68005,-73.9432,1865-06-09
Whitman; Walt,Pratt; N. M.; Pratt; John B.,38.89618,-77.0365,40.35642,-74.653,1865-06-10
Mullery; Jesse,Whitman; Walt,40.73566,-74.1724,38.89618,-77.0365,1865-06-11
Richardson; Kate,Whitman; Walt,42.3596,-71.1077,38.89618,-77.0365,1865-06-18
Palmer; Nicholas D.,Whitman; Walt,38.24914,-85.7578,38.89618,-77.0365,1865-06-24
Harlan; James,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1865-06-30
Whitman; George Washington,Whitman; Walt,38.80488,-77.0476,38.89618,-77.0365,1865-07-14
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-07-16
Stewart; William,Whitman; Walt,38.89618,-77.0365,38.89618,-77.0365,1865-07-17
Van Rensellaer; A.,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-07-30
Pratt; Alfred,Whitman; Walt,40.35642,-74.653,38.89618,-77.0365,1865-08-07
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-08-08
Ryder; Anson Jr.,Whitman; Walt,44.34862,-75.2615,38.89618,-77.0365,1865-08-09
Whitman; Walt,Ryder; Anson Jr.,38.80488,-77.0476,44.34862,-75.2615,1865-08-15
Bainbridge; William F.,Whitman; Walt,37.54073,-77.436,38.89618,-77.0365,1865-08-23
Ryder; Anson Jr.,Whitman; Walt,44.34862,-75.2615,38.89618,-77.0365,1865-08-25
Whitman; Walt,Pratt; Alfred,38.80488,-77.0476,40.35642,-74.653,1865-08-26
Whitman; Walt,Sutherland; Byron,38.80488,-77.0476,42.20977,-79.4668,1865-08-26
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-08-29
Whitman; Walt,Trowbridge; John T.,38.80488,-77.0476,42.35876,-71.0638,1865-08-31
Sutherland; Byron,Whitman; Walt,42.20977,-79.4668,38.89618,-77.0365,1865-09-05
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-09-05
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-09-11
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-09-11
Simpson; Abraham,Whitman; Walt,40.68005,-73.9432,38.89618,-77.0365,1865-09-20
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-09-21
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-09-27
Whitman; Thomas Jefferson,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-09-29
Whitman; Walt,O'Connor; Ellen M.,40.67815,-73.9445,38.89618,-77.0365,1865-10-12
Whitman; Walt,Sutherland; Byron,40.67815,-73.9445,42.20977,-79.4668,1865-10-15
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1865-10-17
O'Connor; William D.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1865-10-19
Whitman; Walt,O'Connor; Ellen M.,40.67815,-73.9445,38.89618,-77.0365,1865-10-20
Ryder; Anson Jr.,Whitman; Walt,44.34862,-75.2615,40.67815,-73.9445,1865-10-22
Whitman; Walt,Kerr; Andrew,40.67815,-73.9445,38.89618,-77.0365,1865-10-29
O'Connor; Ellen M.,Whitman; Walt,38.89618,-77.0365,40.67815,-73.9445,1865-11-01
Wilson; Benton H.,Whitman; Walt,43.0481,-76.1474,40.67815,-73.9445,1865-11-11
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-11-14
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-11-25
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-12-03
Whitman; Louisa Van Velsor,Whitman; Walt,40.67815,-73.9445,38.89618,-77.0365,1865-12-10
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-01-01
Edmunds; Senator George F.,Whitman; Walt,,,38.907192,-77.036871,1867-01-04
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-01-08
Whitman; Walt,O'Connor; William D.,38.907192,-77.036871,38.907192,-77.036871,1867-01-10
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-01-15
Wilson; Henry (father of soldier),Whitman; Walt,,,38.907192,-77.036871,1867-01-17
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-01-17
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-01-22
A. Simpson & Company,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-01-23
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-01-26
Wilson; Benton H. (ex-soldier),Whitman; Walt,43.048122,-76.147424,38.907192,-77.036871,1867-01-27
Whitman; Walt,Knox; John Jay,38.907192,-77.036871,38.907192,-77.036871,1867-01-28
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-01-29
Wilson; Benton H. (ex-soldier),Whitman; Walt,43.048122,-76.147424,38.907192,-77.036871,1867-02-03
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-02-05
Stoddard; Charles Warren,Whitman; Walt,37.77493,-122.419416,38.907192,-77.036871,1867-02-08
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-02-12
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-02-19
Whitman; Walt,Avery; Jr. Llewellyn Avery,38.907192,-77.036871,38.907192,-77.036871,1867-02-20
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-02-21
Ryder; Anson; Jr. ,Whitman; Walt,42.958126,-75.179328,38.907192,-77.036871,1867-02-24
Whitman; Walt,O'Connor; Ellen M.,38.907192,-77.036871,38.907192,-77.036871,1867-02-26
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-02-26
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-02-27
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-03-05
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-03-12
Whitman; Walt,Price; Abby H.,38.907192,-77.036871,40.78306,-73.971249,1867-03-13
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-03-15
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-03-19
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-03-21
Price; Abby H.,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-03-25
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-03-26
Whitman; Walt,Price; Abby H.,38.907192,-77.036871,40.78306,-73.971249,1867-03-27
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-03-28
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-04-02
Wilson; Benton H. (ex-soldier),Whitman; Walt,43.048122,-76.147424,38.907192,-77.036871,1867-04-07
Curphey(?); James,Whitman; Walt,38.907192,-77.036871,38.907192,-77.036871,1867-04-08
"Whitman, Walt","Wilson, Benton H. (ex-soldier)",40.678178,-73.944158,43.048122,-76.147424,1867-04-12
Whitman; Louisa Van Velsor,Whitman; Walt,38.907192,-77.036871,38.907192,-77.036871,1867-04-13
Whitman; Walt,Whitman; Louisa Van Velsor,43.048122,-76.147424,40.678178,-73.944158,1867-04-16
Wilson; Benton H. (ex-soldier),Whitman; Walt,38.907192,-77.036871,38.907192,-77.036871,1867-04-21
Whitman; Walt,Whitman; Louisa Van Velsor,40.678178,-73.944158,40.678178,-73.944158,1867-04-23
Whitman; Louisa Van Velsor,Whitman; Walt,38.907192,-77.036871,38.907192,-77.036871,1867-04-27
Whitman; Walt,Whitman; Thomas Jefferson,38.907192,-77.036871,38.627003,-90.199404,1867-04-29
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1867-04-30
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-05-03
Whitman; Walt,O'Connor; William D.,40.678178,-73.944158,38.907192,-77.036871,1867-05-05
Ramsdell; Hiram J. (Washington clerk),Whitman; Walt,38.907192,-77.036871,40.678178,-73.944158,1867-05-08
O'Connor; William D.,Whitman; Walt,38.907192,-77.036871,40.678178,-73.944158,1867-05-09
Simpson; Abraham,Whitman; Walt,40.78306,-73.971249,40.678178,-73.944158,1867-05-10
Whitman; Walt,O'Connor; William D.,40.678178,-73.944158,38.907192,-77.036871,1867-05-12
Wingate; Charles F. (an admirer),Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-05-19
Whitman; Walt,Simpson; Abraham,38.907192,-77.036871,40.78306,-73.971249,1867-05-20
Whitman; Thomas Jefferson,Whitman; Walt,38.627003,-90.199404,38.907192,-77.036871,1867-05-23
Scott and Williams; Printers,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-05-24
Sholes; Hiram,Whitman; Walt,42.652579,-73.756232,38.907192,-77.036871,1867-05-24
Whitman; Walt,Sholes; Hiram (ex-sldier),38.907192,-77.036871,42.652579,-73.756232,1867-05-30
Simpson; Abraham,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-05-31
Sholes; Hiram,Whitman; Walt,42.652579,-73.756232,38.907192,-77.036871,1867-06-08
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-06-20
Kelly; Milton,Whitman; Walt,41.293939,-82.217379,38.907192,-77.036871,1867-06-21
Simpson; Abraham,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-07-03
Ramsdell; Hiram J. (Washington clerk),Whitman; Walt,38.907192,-77.036871,38.907192,-77.036871,1867-07-17
Whitman; Walt,Ramsdell; Hiram J.,38.907192,-77.036871,38.907192,-77.036871,1867-07-19
Trowbridge; John Townsend,Whitman; Walt,42.360083,-71.05888,38.907192,-77.036871,1867-07-20
Ramsdell; Hiram J. (Washington clerk),Whitman; Walt,38.907192,-77.036871,38.907192,-77.036871,1867-07-22
Whitman; Walt,Conway; Moncure D.,38.907192,-77.036871,51.507351,-0.127758,1867-07-24
Whitman; Walt,Pratt; Alfred (ex-soldier),38.907192,-77.036871,,,1867-07-25
Whitman; Walt,Price; Abby H.,38.907192,-77.036871,40.78306,-73.971249,1867-07-27
Whitman; Louisa Van Velsor,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-08-01
Whitman; Thomas Jefferson,Whitman; Walt,38.627003,-90.199404,38.907192,-77.036871,1867-08-02
Whitman; Walt,Church; W. C.,38.907192,-77.036871,40.78306,-73.971249,1867-08-07
Church; Francis P.,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-08-08
Alden; William Livingston,Whitman; Walt,40.706213,-73.61874,38.907192,-77.036871,1867-08-09
Kelly; Milton,Whitman; Walt,41.293939,-82.217379,38.907192,-77.036871,1867-08-09
Whitman; Walt,Alden; William Livingston,38.907192,-77.036871,40.706213,-73.61874,1867-08-10
Whitman; Martha,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1867-08-11
Whitman; Walt,Church; W. C. or F. P.,38.907192,-77.036871,40.78306,-73.971249,1867-08-11
Church; Francis P.,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-08-13
Scott and Williams; Printers,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-08-14
Alden; William Livingston,Whitman; Walt,40.706213,-73.61874,38.907192,-77.036871,1867-08-19
A. Simpson & Company,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1867-08-19
