Sender,Recipient,SenderLat,SenderLong,RecLat,RecLong,Date
Rogers; John M. (Brooklyn driver),Whitman; Walt,,,38.907192,-77.036871,1872-12-26
Redfield; J. S.,Whitman; Walt,40.78306,-73.971249,38.907192,-77.036871,1872-12-31
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-01-12
Burroughs; John,Whitman; Walt,41.445927,-74.422934,38.907192,-77.036871,1873-01-12
Waldo; R. W. ,Whitman; Walt,,,38.907192,-77.036871,1873-01-15
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-01-17
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-01-19
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-01-26
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-01-27
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-01-29
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-01-30
Gilchrist; Anne,Whitman; Walt,51.507351,-0.127758,38.907192,-77.036871,1873-01-31
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-01-31
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-02-01
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-02
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-04
Whitman; Thomas Jefferson,Whitman; Walt,38.627003,-90.199404,38.907192,-77.036871,1873-02-07
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-07
Whitman; Walt,Whitman; Thomas Jefferson,38.907192,-77.036871,38.627003,-90.199404,1873-02-08
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-09
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-10
Whitman; Thomas Jefferson,Whitman; Walt,38.627003,-90.199404,38.907192,-77.036871,1873-02-11
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-13
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-17
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-19
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-20
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-21
Whitman; Walt,Price; Abby H.,38.907192,-77.036871,40.78306,-73.971249,1873-02-21
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-23
Whitman; Mannahatta,Whitman; Walt,,,38.907192,-77.036871,1873-02-24
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-02-26
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-02-27
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-03-01
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-03-01
Whitman; Walt,Whitman; Mannahatta,38.907192,-77.036871,38.627003,-90.199404,1873-03-01
Heyde; Hannah,Whitman; Walt,44.475883,-73.212072,38.907192,-77.036871,1873-03-04
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-03-04
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-03-07
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-03-09
Williams; George Henry,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-03-10
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-03-13
Whitman; Thomas Jefferson,Whitman; Walt,38.627003,-90.199404,38.907192,-77.036871,1873-03-16
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-03-17
Channing; William F.,Whitman; Walt,41.823989,-71.412834,38.907192,-77.036871,1873-03-19
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-03-21
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-03-21
Sampson Low and Co.,Whitman; Walt,51.507351,-0.127758,38.907192,-77.036871,1873-03-28
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-03-28
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-03-29
Whitman; Thomas Jefferson,Whitman; Walt,38.627003,-90.199404,38.907192,-77.036871,1873-03-30
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-04-01
Schmidt; Rudolf,Whitman; Walt,55.676097,12.568337,38.907192,-77.036871,1873-04-04
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-04-04
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-04-06
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-04-08
Burroughs; John,Whitman; Walt,41.445927,-74.422934,38.907192,-77.036871,1873-04-11
Whitman; Walt,Rossetti; William Michael,38.907192,-77.036871,51.507351,-0.127758,1873-04-11
Dowden; Edward,Whitman; Walt,53.349805,-6.26031,38.907192,-77.036871,1873-04-12
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-04-12
Whitman; Walt,French; Mr.,38.907192,-77.036871,38.907192,-77.036871,1873-04-14
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-04-16
Whitman; Walt,Felt; Francis B.,38.907192,-77.036871,40.78306,-73.971249,1873-04-17
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,40.678178,-73.944158,1873-04-19
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-04-21
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-04-21
Whitman; Walt,Burroughs; John,38.907192,-77.036871,41.445927,-74.422934,1873-04-29
Whitman; Walt,Burroughs; John,38.907192,-77.036871,41.445927,-74.422934,1873-04-30
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-04-30
Whitman; Louisa Van Velsor,Whitman; Walt,39.925946,-75.11962,38.907192,-77.036871,1873-05-01
Whitman; Walt,Yates; Edmund,38.907192,-77.036871,51.507351,-0.127758,1873-05-07
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-05-07
Whitman; Thomas Jefferson,Whitman; Walt,38.907192,-77.036871,38.627003,-90.199404,1873-05-09
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-05-11
Whitman; Louisa Orr,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1873-05-12
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-05-13
Burroughs; John,Whitman; Walt,41.445927,-74.422934,38.907192,-77.036871,1873-05-14
Whitman; Walt,Whitman; Louisa Van Velsor,38.907192,-77.036871,39.925946,-75.11962,1873-05-16
Gilchrist; Anne,Whitman; Walt,51.507351,-0.127758,39.925946,-75.11962,1873-05-20
Avery; Sarah,Whitman; Walt,,,39.925946,-75.11962,1873-05-20
Whitman; Walt,Bielby; Dr.,39.925946,-75.11962,39.925946,-75.11962,1873-05-20
Whitman; Walt,Whitman; Louisa Van Velsor,39.925946,-75.11962,39.925946,-75.11962,1873-05-23
Whitman; Walt,Doyle; Peter,39.925946,-75.11962,38.907192,-77.036871,1873-05-31
Burroughs; John,Whitman; Walt,41.445927,-74.422934,38.907192,-77.036871,1873-06-02
Whitman; Louisa Orr,Whitman; Walt,40.678178,-73.944158,38.907192,-77.036871,1873-06-05
Heyde; Hannah,Whitman; Walt,44.475883,-73.212072,38.907192,-77.036871,1873-06-07
Whitman; Walt,Doyle; Peter,38.907192,-77.036871,38.907192,-77.036871,1873-06-09
Kirkwood (Glendale); NJ?? Ask about this.,,,,,,
,,,,,,
Benson; Eugene,Whitman; Walt,41.90322113,12.49565029,39.94525146,-75.119133,1877-01-01
Whitman; Walt,Gilchrist; Herbert,39.94525146,-75.119133,39.95222092,-75.16217804,1877-01-02
Buchanan; Robert,Whitman; Walt,51.50642014,-0.127210006,,,1877-01-08
Whitman; Walt,Burroughs; John,,,,,1877-01-16
Whitman; Walt,Gilchrist; Anne,,,,,1877-01-19
Symonds; John Addington,Whitman; Walt,51.45378876,-2.59168005,,,1877-01-23
Whitman; Walt,Kilgore; Damon Y.,39.94525146,-75.119133,,,1877-01-23
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,41.82672119,-73.9679718,1877-01-24
Whitman; Walt,Cattell; Edward,,,,,1877-01-24
Whitman; Walt,Kilgore; Mr. and Mrs. Damon Y.,,,,,1877-01-24
Zimmerman; D.M.,Whitman; Walt,39.94525146,-75.119133,39.94525146,-75.119133,1877-01-25
Stafford; Susan,Whitman; Walt,,,,,1877-01-31
Freeman; Thomas B.,Whitman; Walt,40.41305161,-82.71121216,,,1877-02-01
Whitman; Walt,Burroughs; John,39.95222092,-75.16217804,41.82672119,-73.9679718,1877-02-03
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,41.82672119,-73.9679718,1877-02-13
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,,,1877-02-14
Johnson; John Newton,Whitman; Walt,32.7665062,-86.84030914,39.94525146,-75.119133,1877-02-20
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,,,1877-02-27
Carpenter; Edward,Whitman; Walt,53.95333099,-1.083420038,40.71455002,-74.00714111,1877-03-01
Whitman; Walt,Gilchrist; Anne,40.71455002,-74.00714111,,,1877-03-04
Whitman; Walt,Hillard; Katharine,,,,,1877-03-08
Whitman; Walt,Burroughs; John,40.71455002,-74.00714111,41.82672119,-73.9679718,1877-03-13
Whitman; Walt,Johnston; John H. and Amelia,,,41.82672119,-73.9679718,1877-03-17
Whitman; Walt,Gilchrist; Anne,41.82672119,-73.9679718,,,1877-03-17
Whitman; Walt,Gilchrist; Anne,41.82672119,-73.9679718,39.95222092,-75.16217804,1877-03-23
James; W.A.B.,Whitman; Walt,,,,,1877-03-27
Johnson; John Newton,Whitman; Walt,32.7665062,-86.84030914,,,1877-03-27
Scribners; Armstrong Company,Whitman; Walt,,,,,1877-03-29
Whitman; Walt,Scribner and Company,39.94525146,-75.119133,,,1877-03-30
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,,,1877-04-02
[Bownes]; Sarah E.,Whitman; Walt,42.93708038,-75.61069489,,,1877-04-06
Whitman; Walt,Gilchrist; Anne,40.18568039,-74.70233917,39.95222092,-75.16217804,1877-04-10
Cook; Kenningale,Whitman; Walt,51.50642014,-0.127210006,,,1877-04-23
Stafford; Harry,Whitman; Walt,,,,,1877-05-01
Whitman; Walt,Gilchrist; Anne,,,,,1877-05-01
Freeman; Thomas B.; and P.J.,Whitman; Walt,40.38500977,-80.7609787,,,1877-05-13
Baldwin; Joseph C.,Whitman; Walt,39.01525879,-88.45165253,,,1877-05-13
Whitman; Walt,Burroughs; John,39.83081818,-74.99189758,41.82672119,-73.9679718,1877-05-17
Whitman; Walt,Waters; George W.,,,,,1877-05-17
Johnson; John Newton,Whitman; Walt,34.43442154,-86.19032288,39.94525146,-75.119133,1877-05-20
Stafford; Harry,Whitman; Walt,39.94525146,-75.119133,39.83081818,-74.99189758,1877-05-21
Whitman; Walt,White; W. Hale,39.94525146,-75.119133,51.50642014,-0.127210006,1877-05-25
Trubner & Company,Whitman; Walt,51.50642014,-0.127210006,,,1877-05-31
Whitman; Walt,Gilchrist; Anne,,,,,1877-06-11
Whitman; Walt,Gilchrist; Anne and Herbert,,,,,1877-06-12
Whitman; Walt,Johnston; Ida,,,,,1877-06-14
Rossetti; William Michael,Whitman; Walt,51.50642014,-0.127210006,,,1877-06-15
Whitman; Walt,Doyle; Peter,39.95222092,-75.16217804,,,1877-06-20
Whitman; Walt,Johnston; John R. Jr.,,,,,1877-06-20
Whitman; Walt,Burroughs; John,,,,,1877-06-22
Whitman; Walt,Gilchrist; Anne,,,,,1877-07-02
Whitman; Walt,Burroughs; John,,,,,1877-07-02
Whitman; Walt,Doyle; Peter,,,,,1877-07-02
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-07-09
Symonds; John Addington,Whitman; Walt,51.45378876,-2.59168005,39.94525146,-75.119133,1877-07-12
Whitman; Walt,Dowe; Mrs. Emma,,,,,1877-07-12
St. Loe Strachey,Whitman; Walt,51.45378876,-2.59168005,,,1877-07-12
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-07-21
Whitman; Thomas Jefferson,Whitman; Walt,,,,,1877-07-22
Whitman; Walt,Gilchrist; Herbert,,,,,1877-07-22
Whitman; Walt,Leypoldt; F.,,,,,1877-07-23
Whitman; Walt,Gilchrist; Herbert,,,,,1877-07-28
Whitman; Walt,Barton; William Gardner,,,,,1877-08-01
Evans; Kate A.,Whitman; Walt,39.1509285,-123.207901,39.94525146,-75.119133,1877-08-02
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,39.94525146,-75.119133,1877-08-06
Whitman; Walt,Stafford; Harry,39.94525146,-75.119133,39.83081818,-74.99189758,1877-08-07
Burroughs; John,Whitman; Walt,41.82672119,-73.9679718,39.94525146,-75.119133,1877-08-10
Baldwin; Joseph C.,Whitman; Walt,39.01525879,-88.45165253,,,1877-08-11
Stafford; Harry,Whitman; Walt,39.83872986,-75.15442657,,,1877-08-14
Rossetti; William Michael,Whitman; Walt,51.50642014,-0.127210006,,,1877-08-17
Whitman; Walt,Gilchrist; Anne,,,,,1877-08-20
Storms; Walt Whitman,Whitman; Walt,not found,not found,,,1877-09-01
Whitman; Walt,Gilchrist; Anne,38.58066177,-90.4063797,51.50642014,-0.127210006,1877-09-04
Baldwin; Joseph C.,Whitman; Walt,39.01525879,-88.45165253,,,1877-09-11
Johnson; John Newton,Whitman; Walt,34.43442154,-86.19032288,,,1877-09-16
Whitman; Walt,Doyle; Peter,,,,,1877-09-16
Anderson; Professor R.B.,Whitman; Walt,43.07294846,-89.38668823,,,1877-09-17
Carpenter; Edward,Whitman; Walt,50.82881165,-0.134200007,,,1877-09-17
Whitman; Walt,Gilchrist; Anne,,,,,1877-09-19
Carpenter; Edward,Whitman; Walt,,,,,1877-09-20
Baldwin; Joseph C.,Whitman; Walt,39.01525879,-88.45165253,,,1877-09-21
Whitman; Walt,Gilchrist; Beatrice,,,,,1877-09-21
Smith; Annie Talman,Whitman; Walt,,,,,1877-09-24
Swinton; John,Whitman; Walt,,,,,1877-09-24
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-09-25
Whitman; Walt,Johnston; John H.,,,,,1877-09-25
Whitman; Walt,Gilchrist; Anne,,,,,1877-09-25
Burroughs; John,Whitman; Walt,,,,,1877-09-29
Whitman; Walt,Carpenter; Edward,,,,,1877-10-02
Whitman; Walt,Mannahatta and Jessie Louisa Whitman,,,,,1877-10-02
Claxton; Remsen; & Haffelfinger,Whitman; Walt,,,,,1877-10-03
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-10-04
Whitman; Walt,Teall; J.J. Harris,,,,,1877-10-05
Whitman; Walt,Carpenter; Edward,,,,,1877-10-05
Heyde; Charles L.,Whitman; Walt,44.47592926,-73.21276855,,,1877-10-10
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-10-17
Cattell; Edward P.,Whitman; Walt,39.83081818,-74.99189758,,,1877-10-21
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,39.94525146,-75.119133,1877-10-24
Whitman; Walt,Carpenter; Edward,,,,,1877-10-25
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-10-29
Whitman; Walt,Gilchrist; Anne,,,,,1877-10-30
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-11-02
Bucke; Richard Maurice,Whitman; Walt,42.98690033,-81.24623871,,,1877-11-04
Stafford; Harry,Whitman; Walt,,,,,1877-11-07
Stafford; Elmer E.,Whitman; Walt,39.85171127,-74.98465729,,,1877-11-09
Whitman; Walt,Gilchrist; Anne,,,,,1877-11-11
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,39.94525146,-75.119133,1877-11-13
Whitman; Walt,Lucas; John,,,,,1877-11-13
Bellows; Edward D.,Whitman; Walt,40.71747971,-74.04385376,,,1877-11-15
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1877-11-17
Whitman; Walt,Bellows; Edward D.,39.94525146,-75.119133,40.71747971,-74.04385376,1877-11-20
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,39.94525146,-75.119133,1877-11-21
Cattell; Edward P.,Whitman; Walt,,,,,1877-11-26
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,39.94525146,-75.119133,1877-11-27
Whitman; Walt,Vines; Sydney H.,,,,,1877-11-27
Whitman; Walt,Carpenter; Edward,,,,,1877-11-27
Whitman; Walt,A. Williams and Company,,,,,1877-11-30
Trowbridge; John T.,Whitman; Walt,42.41629028,-71.15676117,,,1877-12-02
Whitman; Walt,Gilchrist; Herbert,,,,,1877-12-12
Whitman; Walt,Gilchrist; Beatrice,,,,,1877-12-13
Rossetti; William Michael,Whitman; Walt,51.50642014,-0.127210006,39.94525146,-75.119133,1877-12-17
Taylor; William H.,Whitman; Walt,39.65145874,-75.32433319,,,1877-12-18
Carpenter; Edward,Whitman; Walt,53.24285889,-1.435330033,,,1877-12-19
Stafford; Susan,Whitman; Walt,,,39.94525146,-75.119133,1877-12-23
Claxton; Remsen; & Haffelfinger,Whitman; Walt,39.95222092,-75.16217804,,,1878-01-05
Stafford; Elmer E.,Whitman; Walt,40.2461586,-74.78259277,,,1878-01-11
Stafford; Elmer E.,Whitman; Walt,40.2461586,-74.78259277,,,1878-01-18
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1878-01-18
Doyle (?); Peter,Whitman; Walt,,,,,1878-01-20
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1878-01-24
Stafford; Susan,Whitman; Walt,39.83081818,-74.99189758,39.94525146,-75.119133,1878-01-26
Stafford; Harry,Whitman; Walt,39.83081818,-74.99189758,,,1878-01-29
Tiffany; W.L.,Whitman; Walt,44.97903061,-93.26493073,,,1878-01-29
Whitman; C.B.,Whitman; Walt,42.35866165,-71.05673981,,,1878-01-31
Burroughs; John,Whitman; Walt,41.82672119,-73.9679718,,,1878-02-03
Johnson; John Newton,Whitman; Walt,34.43442154,-86.19032288,,,1878-02-08
Whitman; Walt,Johnston; John R. Jr.,39.83081818,-74.99189758,39.95222092,-75.16217804,1878-02-18
Whitman; Walt,Gilchrist; Anne,39.83081818,-74.99189758,,,1878-02-18
Rogers; John M.,Whitman; Walt,29.60466957,-82.41015625,,,1878-02-21
Whitman; Walt,Gilchrist; Anne,39.83081818,-74.99189758,,,1878-02-22
Scovel; James Matlack,Whitman; Walt,39.94525146,-75.119133,,,1878-02-23
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,,,1878-02-24
Burroughs; John,Whitman; Walt,41.82672119,-73.9679718,39.94525146,-75.119133,1878-02-25
Scovel; James Matlack,Whitman; Walt,,,,,1878-02-25
Whitman; Walt,Doyle; Peter,,,,,1878-02-26
Burroughs; John,Whitman; Walt,41.82672119,-73.9679718,39.94525146,-75.119133,1878-02-28
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,41.82672119,-73.9679718,1878-03-05
Whitman; Walt,Gilchrist; Herbert,39.94525146,-75.119133,39.95222092,-75.16217804,1878-03-08
Whitman; Walt,Burroughs; John,,,,,1878-03-11
Johnson; John Newton,Whitman; Walt,,,,,1878-03-14
Van Nostrand; Mary,Whitman; Walt,,,,,1878-03-16
Whitman; Walt,Gilchrist; Herbert,39.94525146,-75.119133,,,1878-03-18
Whitman; Walt,Burroughs; John,,,,,1878-03-21
Whitman; Walt,Gilchrist; Herbert,39.94525146,-75.119133,39.95222092,-75.16217804,1878-03-23
Stafford; Harry,Whitman; Walt,,,,,1878-03-26
Raymond (?); Charles A.,Whitman; Walt,,,,,1878-03-27
Whitman; Walt,Unidentified Correspondent,,,,,1878-03-28
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,41.82672119,-73.9679718,1878-03-29
Stafford; Susan,Whitman; Walt,,,,,1878-04-04
Mead family,Whitman; Walt,,,,,1878-04-11
Lathrop; George Parsons,Whitman; Walt,,,,,1878-04-20
Whitman; Walt,Doyle; Peter,39.94525146,-75.119133,38.89036942,-77.03195953,1878-04-22
Whitman; Walt,Waters; George W.,39.94525146,-75.119133,39.95222092,-75.16217804,1878-04-23
Whitman; Walt,Jones; Henry Festing,39.94525146,-75.119133,,,1878-04-29
Lanier; Sidney,Whitman; Walt,,,,,1878-05-05
Johnson; John Newton,Whitman; Walt,32.7665062,-86.84030914,,,1878-05-05
Whitman; Walt,Linton; William J.,39.94525146,-75.119133,,,1878-05-08
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,42.31798172,-72.63184357,1878-05-10
Whitman; Walt,Gilchrist; Herbert; c/o Mrs. Voorhees,39.94525146,-75.119133,40.69245148,-73.99035645,1878-05-10
Carpenter; Edward,Whitman; Walt,,,,,1878-05-13
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,42.31798172,-72.63184357,1878-05-19
Whitman; Walt,Lanier; Sidney,,,,,1878-05-27
Whitman; Walt,Jones; Henry Festing,39.94525146,-75.119133,51.50642014,-0.127210006,1878-06-02
Stafford; Harry,Whitman; Walt,,,,,1878-06-05
Bownes; Mrs. Walter,Whitman; Walt,,,,,6/7/[1876?]
Whitman; Walt,Gilder; Richard Watson,39.95222092,-75.16217804,40.71455002,-74.00714111,1878-06-13
Whitman; Walt,Burroughs; John and Ursula,,,,,1878-06-26
Whitman; Walt,Burroughs; John,,,41.82672119,-73.9679718,1878-07-05
Burroughs; John,Whitman; Walt,,,,,1878-07-11
Whitman; Walt,Burroughs; John and Ursula,39.94525146,-75.119133,,,1878-07-11
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,,,1878-07-11
Whitman; Walt,Jones; Henry Festing,39.94525146,-75.119133,51.50642014,-0.127210006,1878-07-12
Whitman; Walt,Rossetti; William Michael,39.94525146,-75.119133,51.50642014,-0.127210006,1878-07-12
Whitman; Walt,Reid; Whitelaw,39.94525146,-75.119133,,,1878-07-12
Reid; Whitelaw,Whitman; Walt,,,,,1878-07-17
Reid; Whitelaw,Whitman; Walt,,,,,1878-11-18
Whitman; Walt,Tottie; Oscar,39.94525146,-75.119133,,,1878-07-26
Stafford; Harry,Whitman; Walt,,,,,1878-07-27
Whitman; Walt,Rossetti; William Michael,39.94525146,-75.119133,51.50642014,-0.127210006,1878-08-01
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,,,1878-08-01
Gurney; Benjamin,Whitman; Walt,,,,,1878-08-03
Whitman; Walt,Tennyson; Lord Alfred,,,,,1878-08-09
Whitman; Walt,Child; Josiah,39.94525146,-75.119133,51.50642014,-0.127210006,1878-08-09
Tottie; Oscar,Whitman; Walt,,,,,1878-08-11
Gilchrist; Beatrice,Whitman; Walt,,,,,1878-08-12
Whitman; Walt,Stafford; Harry,39.94525146,-75.119133,39.83081818,-74.99189758,1878-08-15
Tennyson; Alfred,Whitman; Walt,,,,,1878-08-24
Stafford; Harry,Whitman; Walt,,,,,1878-08-26
Whitman; Walt,Gilchrist; Beatrice,39.94525146,-75.119133,42.35866165,-71.05673981,1878-08-30
Whitman; Walt,Carpenter; Edward,39.94525146,-75.119133,,,1878-09-01
Whitman; Walt,Doyle; Peter,39.94525146,-75.119133,38.89036942,-77.03195953,1878-09-01
Gilchrist; Anne,Whitman; Walt,,,,,1878-09-03
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,41.82672119,-73.9679718,1878-09-20
Whitman; Walt,Reid; Whitelaw,39.94525146,-75.119133,,,1878-09-21
Burroughs; John,Whitman; Walt,,,,,1878-09-29
Whitman; Walt,Reid; Whitelaw,39.94525146,-75.119133,,,1878-09-30
Whitman; Walt,Trubner & Company,39.94525146,-75.119133,51.50642014,-0.127210006,1878-10-01
Bull; Geo. W.,Whitman; Walt,,,,,1878-10-07
Whitman; Walt,Johnston; John H.,39.94525146,-75.119133,40.71455002,-74.00714111,1878-10-23
Whitman; Walt,Bucke; Richard Maurice,,,,,1878-10-23
Gilchrist; Anne,Whitman; Walt,,,,,1878-10-25
Whitman; Thomas Jefferson,Whitman; Walt,,,,,1878-10-27
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,,,1878-11-10
Whitman; Walt,Waters; George W.,39.94525146,-75.119133,,,1878-11-10
Gilchrist; Anne,Whitman; Walt,,,,,1878-11-13
Whitman; Walt,Fraser; John,,,,,1878-11-27
Whitman; Walt,Reid; Whitelaw,39.94525146,-75.119133,,,1878-11-27
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,40.69245148,-73.99035645,1878-12-06
Whitman; Walt,Child; Josiah,39.94525146,-75.119133,,,1878-12-10
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,,,1878-12-12
Whitman; Walt,Childs; George W.,39.94525146,-75.119133,,,1878-12-12
Whitman; Walt,Gilchrist; Anne,39.94525146,-75.119133,,,1878-12-12
Johnson; John Newton,Whitman; Walt,,,,,1878-12-14
Whitman; Walt,Morrell; R.J.,39.94525146,-75.119133,,,1878-12-18
Whitman; Walt,Gilder; Jeannette L.,,,,,1878-12-20
Whitman; Walt,Gilchrist; Herbert,39.94525146,-75.119133,40.71455002,-74.00714111,1878-12-25
Stafford; Susan,Whitman; Walt,,,,,1878-12-29
Whitman; Walt,Unidentified Correspondent,,,,,1878-12-30
Bucke; Richard Maurice,Whitman; Walt,,,,,1878 or 1879?
Heyde; Hannah,Whitman; Walt,,,,,1879-01-02
Whitman; Louisa Van Velsor,Whitman; Walt,,,,,Undated
Gilchrist; Anne,Whitman; Walt,40.71455002,-74.00714111,,,1879-01-05
Burroughs; John,Whitman; Walt,41.82672119,-73.9679718,,,1879-01-13
Stafford; Harry,Whitman; Walt,,,,,1879-01-13
Gilchrist; Anne,Whitman; Walt,,,,,1879-01-14
Whitman (?); Nancy,Whitman; Walt,,,,,1879-01-23
Whitman; Walt,Burroughs; John,39.94525146,-75.119133,41.82672119,-73.9679718,1879-01-25
Gilchrist; Anne,Whitman; Walt,,,,,1879-01-27
Whitman; Walt,Childs; George W.,,,,,1879-01-31
Gilchrest; Herbert,Whitman; Walt,,,,,1879-02-02
Whitman; Walt,Gilchrist; Herbert,39.94525146,-75.119133,40.71455002,-74.00714111,1879-02-06
Scovel; James Matlack,Whitman; Walt,,,,,1879-02-07
Gilchrist; Beatrice,Whitman; Walt,,,,,1879-02-16
